"Year","State","Commodity","Measurement","Unit","Domain","Category","Value"
2017,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ZETA-CYPERMETHRIN = 129064)","200"
2017,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","OTHER","(TOTAL)","400"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(AZOXYSTROBIN = 128810)","4,100"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(BOSCALID = 128008)","1,200"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CALCIUM POLYSULFIDE = 76702)","14,000"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CAPTAN = 81301)","12,900"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CHLOROTHALONIL = 81901)","1,800"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CYPRODINIL = 288202)","3,400"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(FENBUCONAZOLE = 129011)","1,900"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(FLUDIOXONIL = 71503)","1,400"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(METCONAZOLE = 125619)","1,200"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(MONO-POTASSIUM SALT = 76416)","5,300"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(PYRACLOSTROBIN = 99100)","600"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(TOTAL)","72,000"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(CLETHODIM = 121011)","200"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(DIURON = 35505)","16,100"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(FLUMIOXAZIN = 129034)","400"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(GLUFOSINATE-AMMONIUM = 128850)"," (D)"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)","1,100"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(ORYZALIN = 104201)"," (D)"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(PARAQUAT = 61601)","2,300"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(SIMAZINE = 80807)","6,100"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(TOTAL)","51,700"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ACETAMIPRID = 99050)","1,200"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(BIFENTHRIN = 128825)","1,800"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(DIAZINON = 57801)","1,500"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ESFENVALERATE = 109303)","500"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(FENPROPATHRIN = 127901)","900"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(MALATHION = 57701)","9,600"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(METHOMYL = 90301)","15,800"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(PHOSMET = 59201)","38,900"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(SPINOSAD = 110003)"," (D)"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(TOTAL)","75,700"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ZETA-CYPERMETHRIN = 129064)","1,000"
2017,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","OTHER","(TOTAL)","900"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(AZOXYSTROBIN = 128810)","2,100"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(BOSCALID = 128008)"," (D)"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CALCIUM POLYSULFIDE = 76702)","6,600"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CAPTAN = 81301)","42,800"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CHLOROTHALONIL = 81901)"," (D)"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CYPRODINIL = 288202)"," (D)"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(FENBUCONAZOLE = 129011)","800"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(FLUDIOXONIL = 71503)"," (D)"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(METCONAZOLE = 125619)","800"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(MONO-POTASSIUM SALT = 76416)"," (D)"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(PYRACLOSTROBIN = 99100)","200"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(TOTAL)","73,000"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(CLETHODIM = 121011)","100"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(DIURON = 35505)","2,100"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(FLUMIOXAZIN = 129034)","700"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(GLUFOSINATE-AMMONIUM = 128850)"," (D)"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)"," (D)"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(ORYZALIN = 104201)"," (D)"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(PARAQUAT = 61601)","2,100"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(SIMAZINE = 80807)","3,100"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(TOTAL)","44,600"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ACETAMIPRID = 99050)","200"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(BIFENTHRIN = 128825)"," (D)"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(DIAZINON = 57801)"," (D)"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ESFENVALERATE = 109303)"," (Z)"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(FENPROPATHRIN = 127901)","200"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(MALATHION = 57701)","8,900"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(METHOMYL = 90301)","5,400"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(PHOSMET = 59201)","13,800"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(SPINOSAD = 110003)"," (D)"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(TOTAL)","29,300"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ZETA-CYPERMETHRIN = 129064)"," (Z)"
2017,"NEW JERSEY","BLUEBERRIES","APPLICATIONS","LB","OTHER","(TOTAL)"," (D)"
2017,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(AZOXYSTROBIN = 128810)"," (D)"
2017,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(BOSCALID = 128008)"," (D)"
2017,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CALCIUM POLYSULFIDE = 76702)","11,800"
2017,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CAPTAN = 81301)","21,000"
2017,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(FENBUCONAZOLE = 129011)","1,400"
2017,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(METCONAZOLE = 125619)"," (D)"
2017,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(TOTAL)","36,400"
2017,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(CLETHODIM = 121011)"," (D)"
2017,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(FLUMIOXAZIN = 129034)","1,100"
2017,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(GLUFOSINATE-AMMONIUM = 128850)","1,400"
2017,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)","400"
2017,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(ORYZALIN = 104201)","3,100"
2017,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(PARAQUAT = 61601)","400"
2017,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(SIMAZINE = 80807)"," (D)"
2017,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(TOTAL)","10,100"
2017,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ACETAMIPRID = 99050)"," (D)"
2017,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ESFENVALERATE = 109303)","200"
2017,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(FENPROPATHRIN = 127901)"," (D)"
2017,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(MALATHION = 57701)","7,900"
2017,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(METHOMYL = 90301)"," (D)"
2017,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(TOTAL)","9,000"
2017,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ZETA-CYPERMETHRIN = 129064)"," (Z)"
2017,"NORTH CAROLINA","BLUEBERRIES","APPLICATIONS","LB","OTHER","(TOTAL)"," (D)"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(AZOXYSTROBIN = 128810)","500"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(BOSCALID = 128008)","1,000"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CALCIUM POLYSULFIDE = 76702)"," (D)"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CAPTAN = 81301)","13,700"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CHLOROTHALONIL = 81901)"," (D)"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CYPRODINIL = 288202)","2,200"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(FENBUCONAZOLE = 129011)","700"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(FLUDIOXONIL = 71503)","1,500"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(METCONAZOLE = 125619)"," (D)"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(MONO-POTASSIUM SALT = 76416)","1,200"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(PYRACLOSTROBIN = 99100)","500"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(TOTAL)","41,600"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(CLETHODIM = 121011)","300"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(DIURON = 35505)","3,100"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(FLUMIOXAZIN = 129034)","300"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(GLUFOSINATE-AMMONIUM = 128850)","4,500"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)","1,900"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(ORYZALIN = 104201)","19,000"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(PARAQUAT = 61601)","2,800"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(SIMAZINE = 80807)","4,200"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(TOTAL)","53,300"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ACETAMIPRID = 99050)"," (D)"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(BIFENTHRIN = 128825)","100"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(DIAZINON = 57801)"," (D)"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ESFENVALERATE = 109303)"," (D)"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(FENPROPATHRIN = 127901)"," (D)"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(MALATHION = 57701)","8,700"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(METHOMYL = 90301)","2,000"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(PHOSMET = 59201)","2,100"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(SPINOSAD = 110003)","500"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(TOTAL)","14,500"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ZETA-CYPERMETHRIN = 129064)","200"
2017,"OREGON","BLUEBERRIES","APPLICATIONS","LB","OTHER","(TOTAL)","45,500"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(AZOXYSTROBIN = 128810)"," (D)"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(BOSCALID = 128008)","1,600"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CALCIUM POLYSULFIDE = 76702)"," (D)"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CAPTAN = 81301)","51,500"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CHLOROTHALONIL = 81901)","9,700"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CYPRODINIL = 288202)"," (D)"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(FENBUCONAZOLE = 129011)","1,300"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(FLUDIOXONIL = 71503)"," (D)"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(METCONAZOLE = 125619)","600"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(MONO-POTASSIUM SALT = 76416)"," (D)"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(PYRACLOSTROBIN = 99100)","800"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(TOTAL)","107,500"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(CLETHODIM = 121011)"," (D)"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(DIURON = 35505)","1,600"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(FLUMIOXAZIN = 129034)","800"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(GLUFOSINATE-AMMONIUM = 128850)","11,000"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)"," (D)"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(ORYZALIN = 104201)"," (D)"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(PARAQUAT = 61601)","400"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(SIMAZINE = 80807)"," (D)"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(TOTAL)","26,600"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ACETAMIPRID = 99050)"," (D)"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(BIFENTHRIN = 128825)","1,500"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(DIAZINON = 57801)","6,700"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ESFENVALERATE = 109303)"," (D)"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(FENPROPATHRIN = 127901)","2,800"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(MALATHION = 57701)","13,900"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(METHOMYL = 90301)"," (D)"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(PHOSMET = 59201)","4,700"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(SPINOSAD = 110003)"," (D)"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(TOTAL)","45,800"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ZETA-CYPERMETHRIN = 129064)","300"
2017,"WASHINGTON","BLUEBERRIES","APPLICATIONS","LB","OTHER","(TOTAL)","32,300"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(AZOXYSTROBIN = 128810)","1,600"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(BOSCALID = 128008)","3,100"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CALCIUM POLYSULFIDE = 76702)","22,100"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CAPTAN = 81301)","75,000"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CHLOROTHALONIL = 81901)"," (D)"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CYPRODINIL = 288202)","1,300"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(FENBUCONAZOLE = 129011)","1,400"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(FLUDIOXONIL = 71503)","900"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(METCONAZOLE = 125619)","800"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(MONO-POTASSIUM SALT = 76416)","11,100"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(PYRACLOSTROBIN = 99100)","1,600"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(TOTAL)","148,000"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(CLETHODIM = 121011)"," (D)"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(DIURON = 35505)","4,200"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(FLUMIOXAZIN = 129034)","1,300"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(GLUFOSINATE-AMMONIUM = 128850)","2,300"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)","9,900"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(ORYZALIN = 104201)","11,500"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(PARAQUAT = 61601)","2,400"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(SIMAZINE = 80807)","8,200"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(TOTAL)","48,600"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ACETAMIPRID = 99050)","700"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(BIFENTHRIN = 128825)","600"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(DIAZINON = 57801)","4,500"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ESFENVALERATE = 109303)"," (D)"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(FENPROPATHRIN = 127901)"," (D)"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(MALATHION = 57701)","22,300"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(METHOMYL = 90301)"," (D)"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(PHOSMET = 59201)","10,100"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(SPINOSAD = 110003)","1,200"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(TOTAL)","48,000"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ZETA-CYPERMETHRIN = 129064)","800"
2015,"GEORGIA","BLUEBERRIES","APPLICATIONS","LB","OTHER","(TOTAL)","3,300"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(AZOXYSTROBIN = 128810)","4,600"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(BOSCALID = 128008)","1,300"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CALCIUM POLYSULFIDE = 76702)","11,400"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CAPTAN = 81301)","20,000"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CHLOROTHALONIL = 81901)","6,600"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CYPRODINIL = 288202)","2,100"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(FENBUCONAZOLE = 129011)","2,100"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(FLUDIOXONIL = 71503)","1,400"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(METCONAZOLE = 125619)","1,400"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(MONO-POTASSIUM SALT = 76416)","5,800"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(PYRACLOSTROBIN = 99100)","800"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(TOTAL)","112,200"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(CLETHODIM = 121011)","100"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(DIURON = 35505)","14,400"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(FLUMIOXAZIN = 129034)","400"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(GLUFOSINATE-AMMONIUM = 128850)","200"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)","600"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(ORYZALIN = 104201)","3,000"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(PARAQUAT = 61601)","1,300"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(SIMAZINE = 80807)","5,700"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(TOTAL)","36,200"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ACETAMIPRID = 99050)","600"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(BIFENTHRIN = 128825)","1,100"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(DIAZINON = 57801)"," (D)"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ESFENVALERATE = 109303)","600"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(FENPROPATHRIN = 127901)","1,000"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(MALATHION = 57701)","11,400"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(METHOMYL = 90301)","8,500"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(PHOSMET = 59201)","34,700"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(SPINOSAD = 110003)"," (D)"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(TOTAL)","65,200"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ZETA-CYPERMETHRIN = 129064)","1,200"
2015,"MICHIGAN","BLUEBERRIES","APPLICATIONS","LB","OTHER","(TOTAL)","1,300"
