"Year","State","Commodity","Measurement","Unit","Domain","Category","Value"
2019,"NORTH CAROLINA","BLUEBERRIES","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","(ACETAMIPRID = 99050)"," (D)"
2019,"NORTH CAROLINA","BLUEBERRIES","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","(BIFENTHRIN = 128825)"," (D)"
2019,"NORTH CAROLINA","BLUEBERRIES","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","(CARBARYL = 56801)"," (D)"
2019,"NORTH CAROLINA","BLUEBERRIES","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","(ESFENVALERATE = 109303)","30"
2019,"NORTH CAROLINA","BLUEBERRIES","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","(FENPROPATHRIN = 127901)","41"
2019,"NORTH CAROLINA","BLUEBERRIES","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","(MALATHION = 57701)","85"
2019,"NORTH CAROLINA","BLUEBERRIES","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","(METHOMYL = 90301)"," (D)"
2019,"NORTH CAROLINA","BLUEBERRIES","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","(METHOXYFENOZIDE = 121027)"," (D)"
2019,"NORTH CAROLINA","BLUEBERRIES","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","(PHOSMET = 59201)"," (D)"
2019,"NORTH CAROLINA","BLUEBERRIES","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","(PYRETHRINS = 69001)"," (D)"
2019,"NORTH CAROLINA","BLUEBERRIES","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","(SPINETORAM = 110007)"," (D)"
2019,"NORTH CAROLINA","BLUEBERRIES","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","(SPINOSAD = 110003)"," (D)"
2019,"NORTH CAROLINA","BLUEBERRIES","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","(TOTAL)","90"
2019,"NORTH CAROLINA","BLUEBERRIES","TREATED","PCT OF AREA BEARING, AVG","INSECTICIDE","(ZETA-CYPERMETHRIN = 129064)","34"
2019,"NORTH CAROLINA","BLUEBERRIES","TREATED","PCT OF AREA BEARING, AVG","OTHER","(CYANAMID = 14002)"," (D)"
2019,"NORTH CAROLINA","BLUEBERRIES","TREATED","PCT OF AREA BEARING, AVG","OTHER","(GIBBERELLIC ACID = 43801)"," (D)"
2019,"NORTH CAROLINA","BLUEBERRIES","TREATED","PCT OF AREA BEARING, AVG","OTHER","(HYDROGEN PEROXIDE = 595)"," (D)"
2019,"NORTH CAROLINA","BLUEBERRIES","TREATED","PCT OF AREA BEARING, AVG","OTHER","(MINERAL OIL = 63502)"," (D)"
2019,"NORTH CAROLINA","BLUEBERRIES","TREATED","PCT OF AREA BEARING, AVG","OTHER","(REYNOUTRIA SACHALINE = 55809)"," (D)"
2019,"NORTH CAROLINA","BLUEBERRIES","TREATED","PCT OF AREA BEARING, AVG","OTHER","(TOTAL)","22"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(AZOXYSTROBIN = 128810)","1,000"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)"," (NA)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(BACILLUS SUBTILIS = 6479)"," (NA)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(BASIC COPPER SULFATE = 8101)","2,400"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(BOSCALID = 128008)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(BT SUBSP KURSTAKI EVB-113-19 = 6544)"," (NA)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CALCIUM POLYSULFIDE = 76702)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CAPTAN = 81301)","20,100"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CEREVISANE = 100055)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CHLOROTHALONIL = 81901)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(COPPER CHLORIDE HYD. = 23501)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(COPPER HYDROXIDE = 23401)","9,200"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(COPPER OCTANOATE = 23306)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(COPPER SULFATE = 24401)","200"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(CYPRODINIL = 288202)","1,900"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(FENBUCONAZOLE = 129011)","400"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(FENHEXAMID = 90209)","1,100"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(FLUDIOXONIL = 71503)","1,300"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(FLUOPYRAM = 80302)","500"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(IPRODIONE = 109801)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(ISOFETAMID = 270000)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(METCONAZOLE = 125619)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(MONO-POTASSIUM SALT = 76416)","1,000"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(POLYOXIN D ZINC SALT = 230000)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(PROPICONAZOLE = 122101)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(PYRACLOSTROBIN = 99100)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(PYRIMETHANIL = 288201)","1,500"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(TOTAL)","48,900"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","FUNGICIDE","(ZIRAM = 34805)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(2,4-D, DIMETH. SALT = 30019)","200"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(ACETOCHLOR = 121601)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(CARFENTRAZONE-ETHYL = 128712)"," (Z)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(CLETHODIM = 121011)","300"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(CLOPYRALID MONO SALT = 117401)"," (Z)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(DICHLOBENIL = 27401)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(DIURON = 35505)","3,100"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(FLUAZIFOP-P-BUTYL = 122809)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(FLUMETSULAM = 129016)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(FLUMIOXAZIN = 129034)","600"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(GLUFOSINATE-AMMONIUM = 128850)","2,400"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)","1,500"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(GLYPHOSATE POT. SALT = 103613)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(HALOSULFURON-METHYL = 128721)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(ISOXABEN = 125851)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(MESOTRIONE = 122990)","200"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(NAPROPAMIDE = 103001)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(NORFLURAZON = 105801)","1,300"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(ORYZALIN = 104201)","1,300"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(PARAQUAT = 61601)","2,500"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(PRONAMIDE = 101701)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(QUINCLORAC = 128974)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(RIMSULFURON = 129009)"," (Z)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(S-METOLACHLOR = 108800)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(SIMAZINE = 80807)","8,500"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(SULFENTRAZONE = 129081)","200"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","HERBICIDE","(TOTAL)","24,900"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ACEPHATE = 103301)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ACETAMIPRID = 99050)"," (Z)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(AZADIRACHTIN = 121701)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(BEAUVERIA BASSIANA = 128924)"," (NA)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(BIFENTHRIN = 128825)","400"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(BT KURSTAKI ABTS-351 = 6522)"," (NA)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(BT SUBSP KURSTAKI STRAIN EVB-113-19 = 6700)"," (NA)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(BURKHOLDERIA A396 CELLS & MEDIA = 6534)"," (NA)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)"," (NA)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(CYANTRANILIPROLE = 90098)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(DIAZINON = 57801)","300"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ESFENVALERATE = 109303)","100"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(FENPROPATHRIN = 127901)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(FLUPYRADIFURONE = 122304)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(IMIDACLOPRID = 129099)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(MALATHION = 57701)","9,300"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(METHOMYL = 90301)","1,000"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(PETROLEUM DISTILLATE = 63503)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(PHOSMET = 59201)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(PYRETHRINS = 69001)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(SPINETORAM = 110007)","200"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(SPINOSAD = 110003)","1,600"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(SPIROTETRAMAT = 392201)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(THIAMETHOXAM = 60109)"," (Z)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(TOTAL)","16,400"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","INSECTICIDE","(ZETA-CYPERMETHRIN = 129064)","300"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","OTHER","(AUREOBASIDIUM PULLULANS DSM 14940 = 46010)"," (NA)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","OTHER","(AUREOBASIDIUM PULLULANS DSM 14941 = 36010)"," (NA)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","OTHER","(BT KURSTAKI SA-12 = 6518)"," (NA)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","OTHER","(CAPRIC ACID = 128955)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","OTHER","(CAPRYLIC ACID = 128919)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","OTHER","(CHOLECALCIFEROL = 202901)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","OTHER","(CUPRAMMONIUM ACETATE = 36011)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","OTHER","(CYTOKININS = 116801)"," (Z)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","OTHER","(DIPHACINONE = 67701)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","OTHER","(FORCHLORFENURON = 128819)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","OTHER","(GIBBERELLIC ACID = 43801)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","OTHER","(HARPIN A B PROTEIN = 6506)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","OTHER","(HYDROGEN PEROXIDE = 595)","12,000"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","OTHER","(INDAZIFLAM = 80818)","100"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","OTHER","(INDOLEBUTYRIC ACID = 46701)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","OTHER","(IRON PHOSPHATE = 34903)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","OTHER","(METALDEHYDE = 53001)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","OTHER","(MINERAL OIL = 63502)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","OTHER","(PEROXYACETIC ACID = 63201)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","OTHER","(POTASSIUM SILICATE = 72606)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","OTHER","(REYNOUTRIA SACHALINE = 55809)","400"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","OTHER","(TOTAL)","24,100"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB","OTHER","(ZINC PHOSPHIDE = 88601)","100"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(AZOXYSTROBIN = 128810)","0.205"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)"," (NA)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(BACILLUS SUBTILIS = 6479)"," (NA)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(BASIC COPPER SULFATE = 8101)","1.48"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(BOSCALID = 128008)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(BT SUBSP KURSTAKI EVB-113-19 = 6544)"," (NA)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(CALCIUM POLYSULFIDE = 76702)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(CAPTAN = 81301)","1.938"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(CEREVISANE = 100055)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(CHLOROTHALONIL = 81901)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(COPPER CHLORIDE HYD. = 23501)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(COPPER HYDROXIDE = 23401)","1.353"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(COPPER OCTANOATE = 23306)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(COPPER SULFATE = 24401)","0.113"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(CYPRODINIL = 288202)","0.272"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(FENBUCONAZOLE = 129011)","0.093"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(FENHEXAMID = 90209)","0.511"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(FLUDIOXONIL = 71503)","0.181"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(FLUOPYRAM = 80302)","0.124"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(IPRODIONE = 109801)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(ISOFETAMID = 270000)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(METCONAZOLE = 125619)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(MONO-POTASSIUM SALT = 76416)","1.76"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(POLYOXIN D ZINC SALT = 230000)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(PROPICONAZOLE = 122101)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(PYRACLOSTROBIN = 99100)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(PYRIMETHANIL = 288201)","0.371"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","FUNGICIDE","(ZIRAM = 34805)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(2,4-D, DIMETH. SALT = 30019)","1.212"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(ACETOCHLOR = 121601)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(CARFENTRAZONE-ETHYL = 128712)","0.021"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(CLETHODIM = 121011)","0.082"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(CLOPYRALID MONO SALT = 117401)","0.111"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(DICHLOBENIL = 27401)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(DIURON = 35505)","1.02"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(FLUAZIFOP-P-BUTYL = 122809)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(FLUMETSULAM = 129016)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(FLUMIOXAZIN = 129034)","0.277"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(GLUFOSINATE-AMMONIUM = 128850)","0.449"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(GLYPHOSATE ISO. SALT = 103601)","0.55"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(GLYPHOSATE POT. SALT = 103613)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(HALOSULFURON-METHYL = 128721)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(ISOXABEN = 125851)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(MESOTRIONE = 122990)","0.082"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(NAPROPAMIDE = 103001)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(NORFLURAZON = 105801)","0.865"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(ORYZALIN = 104201)","0.663"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(PARAQUAT = 61601)","0.776"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(PRONAMIDE = 101701)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(QUINCLORAC = 128974)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(RIMSULFURON = 129009)","0.045"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(S-METOLACHLOR = 108800)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(SIMAZINE = 80807)","1.958"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","HERBICIDE","(SULFENTRAZONE = 129081)","0.276"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(ACEPHATE = 103301)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(ACETAMIPRID = 99050)","0.078"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(AZADIRACHTIN = 121701)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(BEAUVERIA BASSIANA = 128924)"," (NA)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(BIFENTHRIN = 128825)","0.087"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(BT KURSTAKI ABTS-351 = 6522)"," (NA)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(BT SUBSP KURSTAKI STRAIN EVB-113-19 = 6700)"," (NA)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(BURKHOLDERIA A396 CELLS & MEDIA = 6534)"," (NA)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)"," (NA)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(CYANTRANILIPROLE = 90098)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(DIAZINON = 57801)","0.5"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(ESFENVALERATE = 109303)","0.044"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(FENPROPATHRIN = 127901)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(FLUPYRADIFURONE = 122304)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(IMIDACLOPRID = 129099)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(MALATHION = 57701)","1.396"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(METHOMYL = 90301)","0.666"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(PETROLEUM DISTILLATE = 63503)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(PHOSMET = 59201)"," (D)"
2019,"OREGON","BLUEBERRIES","APPLICATIONS","LB / ACRE / APPLICATION, AVG","INSECTICIDE","(PYRETHRINS = 69001)"," (D)"
